,courses_id,course_name,department_id
2703,ECON 4231, Applied Economic Analysis and Public Policy,ECON
2704,ECON 4242, Urban Economics: The Economics of Cities,ECON
2705,ECON 4292," Migration, Immigrant Adaptation, and Development",ECON
2706,ECON 4309, Economics Honors Seminar 1,ECON
2707,ECON 4339, Economics Honors Seminar 2,ECON
2708,ECON 4413, International Trade,ECON
2709,ECON 4423, International Finance,ECON
2710,ECON 4504," The New Institutional Economics: Institutions, Contracts and Economic Outcomes",ECON
2711,ECON 4514, Economic History of Europe,ECON
2712,ECON 4524, Economic History of the United States,ECON
2713,ECON 4534, Chinese Economic History in Comparative Perspective,ECON
2714,ECON 4535, Natural Resource Economics,ECON
2715,ECON 4545, Environmental Economics,ECON
2716,ECON 4555, Transportation Economics and Policy,ECON
2717,ECON 4616, Labor Economics,ECON
2718,ECON 4626, The Economics of Inequality and Discrimination,ECON
2719,ECON 4646, Topics in Health Economics,ECON
2720,ECON 4697, Industrial Organization and Regulation,ECON
2721,ECON 4705, Managerial Economics,ECON
2722,ECON 4717, Economics of Entrepreneurship,ECON
2723,ECON 4774," Topics in Economic Development, History and Political Economy",ECON
2724,ECON 4784, Economic Development,ECON
2725,ECON 4794, Economic Growth,ECON
2726,ECON 4797, Antitrust and Regulation,ECON
2727,ECON 4808, Introduction to Mathematical Economics,ECON
2728,ECON 4818, Introduction to Econometrics,ECON
2729,ECON 4838, Microcomputer Applications in Economics,ECON
2730,ECON 4848, Applied Econometrics,ECON
2731,ECON 4858, Financial Econometrics,ECON
2732,ECON 4868, Simulation Modeling in Microeconomics,ECON
2733,ECON 4897, Economics of Organizations,ECON
2734,ECON 4909, Independent Study,ECON
2735,ECON 4929, Special Topics In Economics,ECON
2736,ECON 4939, Internship/Seminar,ECON
2737,ECON 7010, Microeconomic Theory 1,ECON
2738,ECON 7020, Macroeconomic Theory 1,ECON
2739,ECON 7030, Microeconomic Theory 2,ECON
2740,ECON 7040, Macroeconomic Theory 2,ECON
2741,ECON 7050, Advanced Economic Theory,ECON
2742,ECON 7818, Introduction to Probability and Asymptotic Theory,ECON
2743,ECON 7828, Econometrics,ECON
2744,ECON 8010, Economics of Risk and Time,ECON
2745,ECON 8020, Business Cycle Theory and Monetary and Fiscal Policy,ECON
2746,ECON 8209, Economics Research Methods Workshop 1,ECON
2747,ECON 8211, Public Economics 1,ECON
2748,ECON 8219, Economics Research Methods Workshop 2,ECON
2749,ECON 8221, Public Economics 2,ECON
2750,ECON 8413, International Economics 1,ECON
2751,ECON 8423, International Macroeconomics,ECON
2752,ECON 8433, International Economics 2,ECON
2753,ECON 8534, History of Economic Growth - US,ECON
2754,ECON 8535, Environmental Economics 1,ECON
2755,ECON 8545, Environmental Economics 2,ECON
2756,ECON 8676, Labor Economics 1,ECON
2757,ECON 8686, Labor Economics 2,ECON
2758,ECON 8747, Industrial Organization 1,ECON
2759,ECON 8757, Industrial Organization 2,ECON
2760,ECON 8764, History of Economic Development,ECON
2761,ECON 8774, Economic Development 1,ECON
2762,ECON 8784, Economic Development 2,ECON
2763,ECON 8828, Econometric Theory 1,ECON
2764,ECON 8838, Econometric Theory 2,ECON
2765,ECON 8848, Applied Microeconometrics,ECON
2766,ECON 8858, Computational and Structural Estimation Methods,ECON
2767,ECON 8909, Independent Study,ECON
2768,ECON 8999, Doctoral Dissertation,ECON
2769,EDUC 1001, Humanities Teaching for Equity: Naming,EDUC
2770,EDUC 1020, First Year Success at CU,EDUC
2771,EDUC 1080, Decolonizing Education: Design for New Futures,EDUC
2772,EDUC 1500, Success Strategies in Higher Education,EDUC
2773,EDUC 1580, Energy and Interactions,EDUC
2774,EDUC 2001, Humanities Teaching for Equity: Noticing,EDUC
2775,EDUC 2015, Elementary Mathematics and Science Teaching for Social Justice,EDUC
2776,EDUC 2020, Step 1: Inquiry Approaches to Teaching STEM,EDUC
2777,EDUC 2025, Step 1: Inquiry Approach to Teaching in Informal Settings,EDUC
2778,EDUC 2030, Step 2: Inquiry-Based Lesson Design,EDUC
2779,EDUC 2050, Step Up to Social Justice Teaching,EDUC
2780,EDUC 2125, History of American Public Education,EDUC
2781,EDUC 2130," Teaching and Learning Math: Calculus, Trig and Adv Functions",EDUC
2782,EDUC 2150, Education in Film,EDUC
2783,EDUC 2311, Children's Literature and Literacy Engagement in Elementary Schools,EDUC
2784,EDUC 2400, Cultural Diversity and Awareness,EDUC
2785,EDUC 2411, Educational Psychology for Elementary Schools,EDUC
2786,EDUC 2425, Foundations of Bilingual/Multicultural Education,EDUC
2787,EDUC 2490, Educational Psychology for Elementary Schools,EDUC
2788,EDUC 2500, Strategies for Social Change,EDUC
2789,EDUC 2615, Foundations of Language Acquisition for Bilingual Learners,EDUC
2790,EDUC 2625, Teaching English Language Development,EDUC
2791,EDUC 2800, Special Topics,EDUC
2792,EDUC 2910, Field Practicum 1,EDUC
2793,EDUC 2919, Renewing Democracy in Communities and Schools,EDUC
2794,EDUC 2920, Field Practicum 2,EDUC
2795,EDUC 3001, Humanities Teaching for Equity: Negotiating,EDUC
2796,EDUC 3013, School and Society,EDUC
2797,EDUC 3030," Race, Class, and Gender in Young Adult Literature",EDUC
2798,EDUC 3190, Introduction to Teaching and Learning,EDUC
2799,EDUC 3320, Literacy in the Elementary Classroom 1,EDUC
2800,EDUC 3321, Literacy in the Elementary Classroom 2,EDUC
2801,EDUC 3350, Dis/Ability in Contemporary Classrooms,EDUC
2802,EDUC 3570, Learning With Technology In and Out of School,EDUC
2803,EDUC 3621, Art for the Elementary Teacher,EDUC
2804,EDUC 4001, Framing Equity and Justice in the Humanities Classroom,EDUC
2805,EDUC 4015, International / Comparative Education,EDUC
2806,EDUC 4023, Differentiating Instruction in Diverse Secondary Classrooms,EDUC
2807,EDUC 4035, Family and Community Engagement,EDUC
2808,EDUC 4050, Knowing and Learning in Mathematics and Science,EDUC
2809,EDUC 4060, Classroom Interactions,EDUC
2810,EDUC 4110, Cultural Mentoring with Dual Language Learners,EDUC
2811,EDUC 4112, Adolescent Development and Learning for Teachers,EDUC
2812,EDUC 4125, Secondary World Language Methods,EDUC
2813,EDUC 4135, Story and Memoir,EDUC
2814,EDUC 4150, Introduction to Qualitative Research Methods,EDUC
2815,EDUC 4161, Children's Literature,EDUC
2816,EDUC 4205, Elementary School Mathematics Theory and Methods,EDUC
2817,EDUC 4215, Elementary Science Theory and Methods,EDUC
2818,EDUC 4222, Language Study for Educators,EDUC
2819,EDUC 4232, Language and Literacy across the Curriculum,EDUC
2820,EDUC 4240, African American Education in the United States,EDUC
2821,EDUC 4295, Narrative and Story in the Humanities,EDUC
2822,EDUC 4301, Queer(ing) Topics in Education,EDUC
2823,EDUC 4310, Social and Emotional Learning in Schools,EDUC
2824,EDUC 4315, Perspectives on Science,EDUC
2825,EDUC 4317, Perspectives on Mathematics,EDUC
2826,EDUC 4320, Reading Instruction for Elementary Schools,EDUC
2827,EDUC 4321, Writing Instruction for Elementary Schools,EDUC
2828,EDUC 4325, Queering Literacy in Secondary Classrooms,EDUC
2829,EDUC 4330, Secondary Social Studies Methods I,EDUC
2830,EDUC 4331, Elementary Social Studies Methods,EDUC
2831,EDUC 4340," Advanced Issues of Assessment, Teaching, and Learning in Reading, Mathematics, and Science",EDUC
2832,EDUC 4341, Elementary Reading Assessment and Instruction,EDUC
2833,EDUC 4345, Secondary English Methods I,EDUC
2834,EDUC 4351, Language and Equity in Inclusive Learning Environmnents,EDUC
2835,EDUC 4375, Problem-Based Math Instruction,EDUC
2836,EDUC 4425, Introduction to Bilingual/Multicultural Education,EDUC
2837,EDUC 4435, Culturally Sustaining Pedagogies for Bilingual Learners,EDUC
2838,EDUC 4455, Methods of Biliteracy Instruction,EDUC
2839,EDUC 4460, Teaching and Learning Physics,EDUC
2840,EDUC 4490, Blurring Disciplinary Lines in the Humanities,EDUC
2841,EDUC 4500, Community-Based Research for Social Change,EDUC
2842,EDUC 4513, Education and Practice,EDUC
2843,EDUC 4535, Assessment for Bilingual Learners,EDUC
2844,EDUC 4595, Practicum for Bilingual/Multicultural and ELD Education,EDUC
2845,EDUC 4610, Becoming a Learning Assistant,EDUC
2846,EDUC 4615, Language Acquisition for Bilingual Learners,EDUC
2847,EDUC 4620, LA Mentoring I: Becoming a Mentor,EDUC
2848,EDUC 4625, Methods of Teaching English Language Development,EDUC
2849,EDUC 4630, LA Mentoring II: Improving the Program,EDUC
2850,EDUC 4691, Student Teaching: Elementary School 1,EDUC
2851,EDUC 4706, Assessment in Mathematics and Science Education,EDUC
2852,EDUC 4710, Elementary Student Teaching for Cultural and Linguistic Diversity 1,EDUC
2853,EDUC 4712, Student Teaching: Secondary School,EDUC
2854,EDUC 4716, Basic Statistical Methods,EDUC
2855,EDUC 4720, Elementary Student Teaching for Cultural and Linguistic Diversity 2,EDUC
2856,EDUC 4722, Student Teaching:  Secondary School 2,EDUC
2857,EDUC 4732, Student Teaching K-12,EDUC
2858,EDUC 4742, Student Teaching: Secondary for Engineers,EDUC
2859,EDUC 4800, Special Topics,EDUC
2860,EDUC 4810, Special Topics,EDUC
2861,EDUC 4811, Teaching and Learning Biology,EDUC
2862,EDUC 4815, Teaching K-12 Mathematics: Number Sense,EDUC
2863,EDUC 4821, Teaching K-12 Mathematics: Algebraic Thinking,EDUC
2864,EDUC 4822, Teaching and Learning Chemistry,EDUC
2865,EDUC 4831, Advanced Peer Education,EDUC
2866,EDUC 4833, Teaching and Learning Earth Systems,EDUC
2867,EDUC 4835, Teaching K-12 Mathematics: Geometry & Measurement,EDUC
2868,EDUC 4840, Independent Study,EDUC
2869,EDUC 4850, Teaching K-12 Mathematics: Probability & Statistics,EDUC
2870,EDUC 4901, Student Teaching I,EDUC
2871,EDUC 4902, Student Teaching II,EDUC
2872,EDUC 4910, Peer Counseling Practicum,EDUC
2873,EDUC 4912, Practicum in Teacher Education,EDUC
2874,EDUC 5001, Framing Equity and Justice in the Humanities Classroom,EDUC
2875,EDUC 5002, Framing Equity and Justice in the STEM Classroom,EDUC
2876,EDUC 5005, Advanced Social Foundations of Education,EDUC
2877,EDUC 5010, Race and Equity in Higher Education,EDUC
2878,EDUC 5011, College Student Career Development,EDUC
2879,EDUC 5012, Higher Education Finance,EDUC
2880,EDUC 5014, Ethical Dilemmas in Higher Education,EDUC
2881,EDUC 5015, International / Comparative Education,EDUC
2882,EDUC 5020, College Academic Advising,EDUC
2883,EDUC 5021, College Athletic Affairs,EDUC
2884,EDUC 5022, LGBTQ+ Topics in Higher Education,EDUC
2885,EDUC 5023, College Admissions and Enrollment,EDUC
2886,EDUC 5026, Technology in Higher Education,EDUC
2887,EDUC 5027, Institutional Advancement and Development in Higher Education,EDUC
2888,EDUC 5028, International Education in Higher Education and Student Affairs,EDUC
2889,EDUC 5030, Accessibility and Students with Disabilities in Higher Education,EDUC
2890,EDUC 5031, Institutional Research & Analytics in Higher Education,EDUC
2891,EDUC 5032, College Student Leadership Development,EDUC
2892,EDUC 5035, Proseminar: Parent and Community Involvement,EDUC
2893,EDUC 5050, Knowing and Learning in Mathematics and Science,EDUC
2894,EDUC 5060, Classroom Interactions,EDUC
2895,EDUC 5065, Curriculum Theories,EDUC
2896,EDUC 5070, Spirituality and Religion in Education,EDUC
2897,EDUC 5075, Sociology in Education,EDUC
2898,EDUC 5085, History of American Education,EDUC
2899,EDUC 5105, Teaching for Understanding and Equity,EDUC
2900,EDUC 5112, Educational Psychology and Adolescent Development,EDUC
2901,EDUC 5115, Issues in School Change and Reform,EDUC
2902,EDUC 5135, Story and Memoir,EDUC
2903,EDUC 5145," Gender, Literacy, and the K-12 Classroom",EDUC
2904,EDUC 5150, Introduction to Qualitative Research Methods,EDUC
2905,EDUC 5165, Children's Literature,EDUC
2906,EDUC 5179, Seminar on Teaching and Teacher Education in Math and Science Education,EDUC
2907,EDUC 5205, Elementary Mathematics Theory and Methods,EDUC
2908,EDUC 5215, Elementary Science Theory and Methods,EDUC
2909,EDUC 5222, Language Study for Educators,EDUC
2910,EDUC 5235, Language and Literacy Across the Curriculum,EDUC
2911,EDUC 5245, Foundations of Reading Instruction K-12,EDUC
2912,EDUC 5255, Digital Literacies and New Media,EDUC
2913,EDUC 5265, Processes in Writing,EDUC
2914,EDUC 5275, Assessment in Literacy,EDUC
2915,EDUC 5285, Reading Clinic Procedures K-12,EDUC
2916,EDUC 5295, Narrative and Story in the Humanities,EDUC
2917,EDUC 5301, Queer(ing) Topics in Education,EDUC
2918,EDUC 5310, Social and Emotional Learning in Schools,EDUC
2919,EDUC 5315, Perspectives on Science,EDUC
2920,EDUC 5316, Nature of Social Studies and Social Studies Education,EDUC
2921,EDUC 5317, Perspectives on Mathematics,EDUC
2922,EDUC 5325, Queering Literacy in Secondary Classrooms,EDUC
2923,EDUC 5330, Secondary Social Studies Methods I,EDUC
2924,EDUC 5345, Secondary English Methods I,EDUC
2925,EDUC 5355, Secondary Social Studies Methods II,EDUC
2926,EDUC 5365, Secondary English Methods II,EDUC
2927,EDUC 5375, Problem-Based Math Instruction,EDUC
2928,EDUC 5385, Problem-Based Science Instruction,EDUC
2929,EDUC 5390, Professional Teaching for Equity and Justice,EDUC
2930,EDUC 5425, Introduction to Bilingual/Multicultural Education,EDUC
2931,EDUC 5435, Materials and Methods in Bilingual/ Multicultural Education,EDUC
2932,EDUC 5445, Curriculum for Multicultural Education,EDUC
2933,EDUC 5455, Literacy for Linguistically Different Learners,EDUC
2934,EDUC 5460, Teaching and Learning Physics,EDUC
2935,EDUC 5465, Introduction to ESL/Bilingual and Special Education,EDUC
2936,EDUC 5485, Differentiation in the Classroom,EDUC
2937,EDUC 5490, Blurring Disciplinary Lines in the Humanities,EDUC
2938,EDUC 5505, Education of Students with Learning and Behavior Disorders,EDUC
2939,EDUC 5515, Curriculum and Assessment for Special Learners,EDUC
2940,EDUC 5525, Research Issues in Special Education,EDUC
2941,EDUC 5535, Diagnostic Testing in ESL and Bilingual Education,EDUC
2942,EDUC 5545, Strategies for Teaching Students with Special Needs,EDUC
2943,EDUC 5555, Practicum in Bilingual/Special Education,EDUC
2944,EDUC 5575, Workshop in Curriculum and Instruction,EDUC
2945,EDUC 5580, Physics and Everyday Thinking,EDUC
2946,EDUC 5595, Practicum in Linguistically Different: English as a Second Language,EDUC
2947,EDUC 5605, Research Issues in Bilingual Education,EDUC
2948,EDUC 5610, Math and Science Education,EDUC
2949,EDUC 5615, Second Language Acquisition,EDUC
2950,EDUC 5625, Methods of Teaching English as a Second Language,EDUC
2951,EDUC 5635, Education and Sociolinguistics,EDUC
2952,EDUC 5706, Assessment in Mathematics and Science Education,EDUC
2953,EDUC 5716, Basic Statistical Methods,EDUC
2954,EDUC 5726, Introduction to Disciplined Inquiry,EDUC
2955,EDUC 5800, Master's Special Topics,EDUC
2956,EDUC 5815, Teaching K-12 Mathematics: Number Sense,EDUC
2957,EDUC 5821, Teaching K-12 Mathematics: Algebraic Thinking,EDUC
2958,EDUC 5822, Teaching and Learning Chemistry,EDUC
2959,EDUC 5833, Teaching and Learning Earth Systems,EDUC
2960,EDUC 5835, Teaching K-12 Mathematics: Geometry & Measurement,EDUC
2961,EDUC 5850, Teaching K-12 Mathematics: Probability & Statistics,EDUC
2962,EDUC 6110, Student Affairs in Higher Education,EDUC
2963,EDUC 6210, Education Policy and the Law,EDUC
2964,EDUC 6211, Education Law and Litigation Workshop,EDUC
2965,EDUC 6220, Gender Issues in Education,EDUC
2966,EDUC 6230, Ethics in Education,EDUC
2967,EDUC 6240, African American Education in the United States,EDUC
2968,EDUC 6245, Latinx Education Across the Americas,EDUC
2969,EDUC 6250, Higher Education in the United States,EDUC
2970,EDUC 6260," Transnational Migration, Education, and Citizenship",EDUC
2971,EDUC 6318, Psychological Foundations of Education,EDUC
2972,EDUC 6325, Anthropology of Education,EDUC
2973,EDUC 6328, Advanced Child Growth and Educational Development,EDUC
2974,EDUC 6368, Adolescent Psychology and Development for Teachers,EDUC
2975,EDUC 6405, College Student Development and Counseling Theories,EDUC
2976,EDUC 6504, Issues and Methods in Cognitive Science,EDUC
2977,EDUC 6505, Readings and Research in Cognitive Science,EDUC
2978,EDUC 6506, Cognitive Science Research Practicum,EDUC
2979,EDUC 6516, Cognitive Science Research Practicum 2,EDUC
2980,EDUC 6705, Leadership in Higher Education,EDUC
2981,EDUC 6804, Special Topics,EDUC
2982,EDUC 6811, Teaching and Learning Biology,EDUC
2983,EDUC 6844, Master's Independent Study,EDUC
2984,EDUC 6855, Independent Study in Curriculum and Instruction---Master's Level,EDUC
2985,EDUC 6877, Independent Study in Educational Equity & Cultural Diversity: Master's Level,EDUC
2986,EDUC 6888, Independent Study in Educational and Psychological Studies---Master's Level,EDUC
2987,EDUC 6899, Independent Study in Educational Foundations Policy & Practice--Master's Level,EDUC
2988,EDUC 6915, Practicum in Curriculum and Instruction,EDUC
2989,EDUC 6916, Practicum in Research and Evaluation  Methodology,EDUC
2990,EDUC 6917, Practicum in Educational Equity and Cultural Diversity,EDUC
2991,EDUC 6918, Practicum in Educational and Psychological Studies,EDUC
2992,EDUC 6919, Practicum in Educational Foundations Policy and Practice,EDUC
2993,EDUC 6925, Readings in Curriculum and Instruction,EDUC
2994,EDUC 6926, Readings in Research and Evaluation Methodology,EDUC
2995,EDUC 6927," Readings in Equity, Bilingualism and Biliteracy",EDUC
2996,EDUC 6928, Readings in Learning Sciences and Human Development,EDUC
2997,EDUC 6929, Readings in Educational Foundations Policy and Practice,EDUC
2998,EDUC 6944, Master's Candidate for Degree,EDUC
2999,EDUC 6945, MA Capstone Seminar in Foundations of Education,EDUC
3000,EDUC 6954, Master's Thesis,EDUC
3001,EDUC 6964, Capstone: Inquiry in the Content Areas,EDUC
3002,EDUC 7015, Teaching Internship in Teacher Education,EDUC
3003,EDUC 7055, Philosophy of Education,EDUC
3004,EDUC 7105, Collaboration to Meet Special Needs,EDUC
3005,EDUC 7115, Critical Inquiry into Becoming a Teacher Educator,EDUC
3006,EDUC 7316, Intermediate Statistical Methods,EDUC
3007,EDUC 7326, Quasi-Experimental Design in Causal Inference in Social Sciences,EDUC
3008,EDUC 7336, Methods of Survey Research and Assessments,EDUC
3009,EDUC 7346, Ethnographic Methods in Educational Research,EDUC
3010,EDUC 7376, Theory and Practice of Educational and Psychological Measurement,EDUC
3011,EDUC 7386, Educational Evaluation,EDUC
3012,EDUC 7396, Categorical Data Analysis,EDUC
3013,EDUC 7416, Seminar: Research Methodology,EDUC
3014,EDUC 7436, Item Response Theory,EDUC
3015,EDUC 7446, Seminar: Policy Issues in Education,EDUC
3016,EDUC 7456, Multilevel Modeling,EDUC
3017,EDUC 7775, Topics in Cognitive Science,EDUC
3018,EDUC 8014," Advanced Seminar in Democracy, Diversity and Social Justice",EDUC
3019,EDUC 8025, Seminar: Curriculum Theories,EDUC
3020,EDUC 8045, Philosophical Issues in Educational Research,EDUC
3021,EDUC 8055, Theoretical Issues in Education Policy,EDUC
3022,EDUC 8100, Historical and Contemporary Issues in Literacy Research,EDUC
3023,EDUC 8101, Theories of Literacy Research and Practice,EDUC
3024,EDUC 8102, Literacy Research Methods,EDUC
3025,EDUC 8103, Special Topics in Literacy Research,EDUC
3026,EDUC 8115, History and Policy Issues in Teaching and Teacher Education,EDUC
3027,EDUC 8125, Seminar: Radical Education Theories,EDUC
3028,EDUC 8135, Theories and Methodologies for Examining Teacher Learning,EDUC
3029,EDUC 8145, Designing for Teacher Learning and Teacher Education,EDUC
3030,EDUC 8155, Advanced Topics in Literacy Education,EDUC
3031,EDUC 8165, Advanced Topics in Mathematics Education,EDUC
3032,EDUC 8175, Advanced Topics in Science Education,EDUC
3033,EDUC 8177, Advanced Seminar in Curriculum and Policy in Mathematics & Science Education,EDUC
3034,EDUC 8178, Advanced Seminar on Learning in Math & Science Education,EDUC
3035,EDUC 8179, Advanced Seminar in Mathematics and Science Teaching & Teacher Education,EDUC
3036,EDUC 8210, Perspectives on Classroom Teaching and Learning,EDUC
3037,EDUC 8220, Introduction to Educational Research and Policy,EDUC
3038,EDUC 8230, Quantitative Methods I,EDUC
3039,EDUC 8240, Quantitative Methods II,EDUC
3040,EDUC 8250, Qualitative Methods I,EDUC
3041,EDUC 8260, Qualitative Methods II,EDUC
3042,EDUC 8270, Intermediate and Advanced Application of Quantitative Methods for Behavioral Sciences,EDUC
3043,EDUC 8310, Design of Learning Environments for Radical Possibilities,EDUC
3044,EDUC 8348," Human Development in Cultural, Historical, and Sociopolitical Contexts",EDUC
3045,EDUC 8358, Seminar: Human Learning,EDUC
3046,EDUC 8359," Critical Introduction to Learning Theory and Practice, Part 2",EDUC
3047,EDUC 8605, Research and Professional Ethics for Educational Researchers,EDUC
3048,EDUC 8610, Advanced Topics in Educational Equity and Cultural Diversity,EDUC
3049,EDUC 8615, Language Issues in Education Research,EDUC
3050,EDUC 8620, Language and Power,EDUC
3051,EDUC 8630, Bilingual and Biliterate Development in Children and Adolescents,EDUC
3052,EDUC 8640, Rethinking Disability,EDUC
3053,EDUC 8710, Measurement in Survey Research,EDUC
3054,EDUC 8720, Advanced Topics in Measurement,EDUC
3055,EDUC 8730, Advanced Qualitative Data Analysis,EDUC
3056,EDUC 8740, Advances in the Assessment of Student Learning,EDUC
3057,EDUC 8750, Research in Teaching and Teacher Education,EDUC
3058,EDUC 8804, Special Topics,EDUC
3059,EDUC 8844, Doctoral Independent Study,EDUC
3060,EDUC 8855, Independent Study in Curriculum and Instruction: Doctoral Level,EDUC
3061,EDUC 8866, Independent Study in Research and Evaluation Methodology:  Doctoral Level,EDUC
3062,EDUC 8877, Independent Study in Educational Equity and Cultural Diversity: Doctoral Level,EDUC
3063,EDUC 8888, Independent Study in Learning and Human Development: Doctoral Level,EDUC
3064,EDUC 8899, Independent Study in Educational Foundations Policy and Practice: Doctoral Level,EDUC
3065,EDUC 8935, Internship in Curriculum and Instruction,EDUC
3066,EDUC 8936, Internship in Research and Evaluation Methodology,EDUC
3067,EDUC 8937, Internship in Educational Equity and Cultural Diversity,EDUC
3068,EDUC 8938, Internship in Learning Sciences and Human Development,EDUC
3069,EDUC 8939, Internship in Educational Foundations Policy and Practice,EDUC
3070,EDUC 8940, Scholarly Writing for Graduate Students,EDUC
3071,EDUC 8950, Proposal and Dissertation Writing,EDUC
3072,EDUC 8994, Doctoral Dissertation,EDUC
3073,ECEN 1030, Special Topics,ECEN
3074,ECEN 1100, Exploring ECE,ECEN
3075,ECEN 1310, C Programming for ECE,ECEN
3076,ECEN 1400, Introduction to Digital and Analog Electronics,ECEN
3077,ECEN 1500, Sustainable Energy,ECEN
3078,ECEN 1840, Independent Study,ECEN
3079,ECEN 2010, Special Topics,ECEN
3080,ECEN 2020, Special Topics,ECEN
3081,ECEN 2050, Special Topics,ECEN
3082,ECEN 2060, Special Topics,ECEN
3083,ECEN 2250, Introduction to Circuits and Electronics,ECEN
3084,ECEN 2260, Circuits as Systems,ECEN
3085,ECEN 2270, Electronics Design Lab,ECEN
3086,ECEN 2350, Digital Logic,ECEN
3087,ECEN 2360, Programming Digital Systems,ECEN
3088,ECEN 2370, Embedded Software Engineering,ECEN
3089,ECEN 2410, Renewable Sources and Efficient Electrical Energy Systems,ECEN
3090,ECEN 2420, Electronics for Wireless Systems,ECEN
3091,ECEN 2440, Application of Embedded Systems,ECEN
3092,ECEN 2450, Electronic and Semiconductor Device Laboratory,ECEN
3093,ECEN 2703, Discrete Mathematics for Computer Engineers,ECEN
3094,ECEN 2830, Special Topics,ECEN
3095,ECEN 2840, Independent Study,ECEN
3096,ECEN 3002, Special Topics,ECEN
3097,ECEN 3003, Special Topics,ECEN
3098,ECEN 3004, Special Topics,ECEN
3099,ECEN 3010, Circuits and Electronics for Mechanical Engineers,ECEN
3100,ECEN 3070, Edges of Science,ECEN
3101,ECEN 3170, Electromagnetic Energy Conversion 1,ECEN
3102,ECEN 3210, Hype and Reality in Energy Technologies,ECEN
3103,ECEN 3250, Microelectronics,ECEN
3104,ECEN 3300, Linear Systems,ECEN
3105,ECEN 3301, Biomedical Signals and Systems,ECEN
3106,ECEN 3303, Introduction to Robotics,ECEN
3107,ECEN 3320, Semiconductor Devices,ECEN
3108,ECEN 3350, Programming Digital Systems,ECEN
3109,ECEN 3400, Electromagnetic Fields and Waves,ECEN
3110,ECEN 3410, Electromagnetic Waves and Transmission,ECEN
3111,ECEN 3593, Computer Organization,ECEN
3112,ECEN 3753, Real-Time Operating Systems,ECEN
3113,ECEN 3763, FPGA Design and HDL,ECEN
3114,ECEN 3810, Introduction to Probability Theory,ECEN
3115,ECEN 3840, Independent Study,ECEN
3116,ECEN 3841, Independent Study,ECEN
3117,ECEN 4000, Special Topics,ECEN
3118,ECEN 4001, Special Topics,ECEN
3119,ECEN 4002, Special Topics,ECEN
3120,ECEN 4003, Special Topics,ECEN
3121,ECEN 4004, Special Topics,ECEN
3122,ECEN 4005, Special Topics,ECEN
3123,ECEN 4006, Special Topics,ECEN
3124,ECEN 4007, Special Topics,ECEN
3125,ECEN 4009, Special Topics,ECEN
3126,ECEN 4011, Special Topics,ECEN
3127,ECEN 4012, Special Topics,ECEN
3128,ECEN 4013, Special Topics,ECEN
3129,ECEN 4016, Special Topics,ECEN
3130,ECEN 4017, Special Topics,ECEN
3131,ECEN 4018, Special Topics,ECEN
3132,ECEN 4021, Special Topics,ECEN
3133,ECEN 4024, Special Topics,ECEN
3134,ECEN 4028, Special Topics,ECEN
3135,ECEN 4031, Special Topics,ECEN
3136,ECEN 4033, Special Topics,ECEN
3137,ECEN 4043, Special Topics,ECEN
3138,ECEN 4053, Special Topics,ECEN
3139,ECEN 4111, Engineering Applications in Biomedicine: Cardiovascular Devices and Systems,ECEN
3140,ECEN 4121, Design of Implantable Medical Devices: Neuromodulation,ECEN
3141,ECEN 4133, Fundamentals of Computer Security,ECEN
3142,ECEN 4138, Control Systems Analysis,ECEN
3143,ECEN 4167, Electromagnetic Energy Conversion 2,ECEN
3144,ECEN 4224, High Speed Digital Design,ECEN
3145,ECEN 4242, Communication Theory,ECEN
3146,ECEN 4313, Concurrent Programming,ECEN
3147,ECEN 4322, Data and Network Science,ECEN
3148,ECEN 4341, Bioelectromagnetics,ECEN
3149,ECEN 4395, Organic Electronic Materials and Devices,ECEN
3150,ECEN 4423, Chaotic Dynamics,ECEN
3151,ECEN 4517, Power Electronics and Photovoltaic Power Systems Laboratory,ECEN
3152,ECEN 4532, Digital Signal Processing Laboratory,ECEN
3153,ECEN 4553, Compiler Construction,ECEN
3154,ECEN 4555, Principles of Energy Systems and Devices,ECEN
3155,ECEN 4583, Software System Development,ECEN
3156,ECEN 4606, Undergraduate Optics Laboratory,ECEN
3157,ECEN 4610, Capstone Laboratory Part 1,ECEN
3158,ECEN 4616, Optoelectronic System Design,ECEN
3159,ECEN 4620," Capstone Lab, Part 2",ECEN
3160,ECEN 4632, Introduction to Digital Filtering,ECEN
3161,ECEN 4634, Microwave and RF Laboratory,ECEN
3162,ECEN 4638, Control Systems Laboratory,ECEN
3163,ECEN 4693, Advanced Computer Architecture,ECEN
3164,ECEN 4720, Practical Printed Circuit Board Design Accelerator,ECEN
3165,ECEN 4730, Practical Printed Circuit Board Design and Manufacture,ECEN
3166,ECEN 4752, Communication Laboratory,ECEN
3167,ECEN 4753, Computer Performance Modeling,ECEN
3168,ECEN 4763, Embedded Software Algorithms,ECEN
3169,ECEN 4797, Introduction to Power Electronics,ECEN
3170,ECEN 4827, Analog IC Design,ECEN
3171,ECEN 4840, Independent Study,ECEN
3172,ECEN 4841, Independent Study,ECEN
3173,ECEN 4915, Foundations of Quantum Engineering,ECEN
3174,ECEN 4933, Engineering Genetic Circuits,ECEN
3175,ECEN 5005, Special Topics,ECEN
3176,ECEN 5008, Special Topics,ECEN
3177,ECEN 5009, Special Topics,ECEN
3178,ECEN 5011, Special Topics,ECEN
