CourseId,CourseName,DepartmentId,DepartmentName,Desc,Pre,Mode,CourseKeywords,CourseKeyPhrases,CourseSummary,CourseDifficulty,CourseDifficultyBand
EBIO 5410,Biological Statistics,EBIO,Department of Ecology and Evolutionary Biology,"Lect. and lab. Offers a demanding, problems-oriented methods course in statistical inference procedures, assumptions, limitations, and applications emphasizing techniques appropriate to realistic biological problems. Includes data file management using interactive computing techniques. Same as EBIO 4410.",[],['person'],"['lect', 'statistical', 'biological', 'methods', 'data', 'computing']","['lect lab', 'methods course statistical', 'statistical inference procedures', 'computing techniques ebio', 'lect lab offers', 'inference procedures', 'course statistical', 'problems oriented methods']",Lect. and lab. Same as EBIO 4410.,0.5678830462375339,Medium
GEOG 4093,Remote Sensing of the Environment,GEOG,Department of Geography,Covers acquisition and interpretation of environmental data by remote sensing. Discusses theory and sensors as well as manual and computerized interpretation methods. Stresses infrared and microwave portions of the spectrum. Same as GEOG 5093 and GEOL 4093 and GEOL 5093.,"['SOCY 2061', 'PSCI 2075', 'ANTH 4000', 'GEOL 3023', 'BCOR 1020', 'APPM 1340', 'GEOG 3023', 'APPM 1350', 'ECON 1088', 'MATH 1081', 'PSYC 2111']","['person', 'online']","['sensing', 'infrared', 'geol', 'geog', 'sensors', 'environmental']","['remote sensing discusses', 'remote sensing', 'interpretation environmental data', 'data remote sensing', 'environmental data remote', 'environmental data', 'spectrum geog', 'portions spectrum geog']",Discusses theory and sensors as well as manual and computerized interpretation methods. Covers acquisition and interpretation of environmental data by remote sensing. Same as GEOG 5093 and GEOL 4093 and GEOL 5093.,0.5251586582048957,Medium
LAWS 7169,Motions Advocacy,LAWS,Law School,"Provides practical training in preparing and arguing pretrial, post-trial and chambers motions to an experienced federal judge based on materials from actual case files. Assigns some research papers. Limited to students with interest in trial advocacy and willingness to participate in confrontational exercises.",[],['person'],"['trial', 'judge', 'preparing', 'advocacy', 'papers', 'pretrial']","['experienced federal judge', 'training preparing arguing', 'trial chambers motions', 'trial advocacy', 'students trial advocacy', 'federal judge based', 'preparing arguing pretrial', 'post trial chambers']","Provides practical training in preparing and arguing pretrial, post-trial and chambers motions to an experienced federal judge based on materials from actual case files. Limited to students with interest in trial advocacy and willingness to participate in confrontational exercises. Assigns some research papers.",0.6102674524025385,Medium
ATLS 5244,Empathy and Technology,ATLS,Department of Atlas Institute,"Explores how the creative integration of empathy and compassion with design and technology can benefit society. Reviews foundational neuroscience and evolution of empathy. Through readings, discussion, and reflection students will develop personal practices for fostering empathy and critically investigate: empathy as a finite resource, tribalism/polarization, the weaponization of empathy, and principles for designing social systems that promote well-being. Previously offered as a special topics course. Same as ATLS 4244.",[],['person'],"['empathy', 'compassion', 'designing', 'design', 'neuroscience', 'social']","['empathy principles designing', 'empathy compassion design', 'practices fostering empathy', 'fostering empathy', 'empathy readings discussion', 'empathy readings', 'investigate empathy', 'fostering empathy critically']","Through readings, discussion, and reflection students will develop personal practices for fostering empathy and critically investigate: empathy as a finite resource, tribalism/polarization, the weaponization of empathy, and principles for designing social systems that promote well-being. Explores how the creative integration of empathy and compassion with design and technology can benefit society. Reviews foundational neuroscience and evolution of empathy.",0.6378059836808703,Medium
AREN 4319,Architectural Engineering Design 2,AREN,Department of Architectural Engineering,"Continues the capstone experience for AREN students. Student teams continue their design of a modest commercial building through the Design Development phase with support from faculty and industry mentors. Additionally, topics of professionalism, engineering ethics, and life-long learning are covered.","['AREN 4080', 'AREN 4318']",['person'],"['students', 'engineering', 'design', 'student', 'development', 'mentors']","['teams continue design', 'aren students', 'aren students student', 'professionalism engineering', 'students student teams', 'experience aren students', 'engineering ethics life', 'design development']","Continues the capstone experience for AREN students. Student teams continue their design of a modest commercial building through the Design Development phase with support from faculty and industry mentors. Additionally, topics of professionalism, engineering ethics, and life-long learning are covered.",0.5663720157147174,Medium
MDST 1002,Introduction to Social Media,MDST,Media Studies Department,"Introduces students to network structures and principles, the technology and infrastructures that allow them to flourish, and the cultures that grow up through and around them. Explores how social media enables community, how it assembles and empowers agents of change and how design informs individual and group behavior.",[],"['person', 'online']","['social', 'students', 'community', 'technology', 'design', 'network']","['explores social media', 'introduces students network', 'students network structures', 'students network', 'social media enables', 'social media', 'media enables community', 'social']","Explores how social media enables community, how it assembles and empowers agents of change and how design informs individual and group behavior. Introduces students to network structures and principles, the technology and infrastructures that allow them to flourish, and the cultures that grow up through and around them.",0.6202402538531278,Medium
CVEN 5393,Water Resources System and Management,CVEN,Department of Civil Engineering,"Introduces water resources planning and management as an integrated systems problem that satisfies multiple competing obejctives under constraints and uncertainty.  Includes problem formulation and solution using decision support systems, optimization with and without uncertainty, stochastic simulation, and multiobjective optimization.  Introduces water resources economics and planning under uncertainties such as climate change and increasing urbanization.",[],"['person', 'online']","['planning', 'uncertainty', 'optimization', 'uncertainties', 'constraints', 'climate']","['water resources planning', 'planning uncertainties climate', 'water resources economics', 'optimization introduces water', 'planning uncertainties', 'systems optimization uncertainty', 'water resources', 'introduces water resources']","Introduces water resources planning and management as an integrated systems problem that satisfies multiple competing obejctives under constraints and uncertainty. Introduces water resources economics and planning under uncertainties such as climate change and increasing urbanization. Includes problem formulation and solution using decision support systems, optimization with and without uncertainty, stochastic simulation, and multiobjective optimization.",0.7312254457540042,Difficult
LAMS 3100,"Travel, Science and Adventure",LAMS,Latin American Studies Program,"Focuses on the expeditions of the most important scientific travelers in Ecuador during the 18th and 19th centuries: French mathematician Charles-Marie La Condamine, German naturalist Alexander von Humboldt and English naturalist Charles Darwin. In Ecuador, La Condamine proved the shape of the Earth, Humboldt designed the theory of ecosystems and their interconnections, and Darwin found evidence of evolution in the Galapagos. These travelers made important observations about Ecuador’s nature, society, and history.",[],['person'],"['expeditions', 'ecuador', 'darwin', 'galapagos', 'humboldt', 'travelers']","['scientific travelers ecuador', 'charles darwin ecuador', 'important observations ecuador', 'observations ecuador nature', 'darwin ecuador la', 'travelers ecuador', 'darwin ecuador', 'travelers ecuador 18th']","Focuses on the expeditions of the most important scientific travelers in Ecuador during the 18th and 19th centuries: French mathematician Charles-Marie La Condamine, German naturalist Alexander von Humboldt and English naturalist Charles Darwin. In Ecuador, La Condamine proved the shape of the Earth, Humboldt designed the theory of ecosystems and their interconnections, and Darwin found evidence of evolution in the Galapagos. These travelers made important observations about Ecuador’s nature, society, and history.",0.7206104563312179,Difficult
LING 1900,Community-Based Learning Practicum: Literacy and Language Learning,LING,Linguistics Department,Practicum for students currently or previously enrolled in a Linguistics course. Student volunteers act as mentors to literacy and language learners in the Boulder community for 1-2 hours per week. Specific meeting times will be arranged at the beginning of the semester.,"['LING 2400', 'LING 1000', 'LING 3545', 'LING 1900']",['person'],"['practicum', 'learners', 'mentors', 'linguistics', 'students', 'literacy']","['enrolled linguistics course', 'language learners boulder', 'mentors literacy language', 'linguistics course student', 'enrolled linguistics', 'learners boulder community', 'linguistics course', 'mentors literacy']",Student volunteers act as mentors to literacy and language learners in the Boulder community for 1-2 hours per week. Practicum for students currently or previously enrolled in a Linguistics course. Specific meeting times will be arranged at the beginning of the semester.,0.5710939860985191,Medium
INFO 5613,Network Science,INFO,Information Science Department,"Introduces theories and methods for analyzing relational data in social, information, and other complex networks. Students will understand the processes and theories explaining network structure and dynamics as well as develop skills analyzing and visualizing real-world network data. No math or statistics training required, but course will assume familiarity with Python. Same as INFO 4613.",[],['person'],"['relational', 'networks', 'analyzing', 'data', 'python', 'students']","['analyzing relational', 'relational data social', 'analyzing relational data', 'networks students understand', 'relational data', 'methods analyzing relational', 'relational', 'complex networks students']","Students will understand the processes and theories explaining network structure and dynamics as well as develop skills analyzing and visualizing real-world network data. Introduces theories and methods for analyzing relational data in social, information, and other complex networks. No math or statistics training required, but course will assume familiarity with Python.",0.5627833182230281,Medium
SLHS 7849,"Independent Study 1, PhD",SLHS,"Speech, Language, and Hearing Sciences Department",May be repeated up to 7 total credit hours.,[],"['person', 'independent']","['credit', 'hours', 'repeated', 'total']","['total credit hours', 'credit hours', 'repeated total credit', 'total credit', 'credit', 'hours', 'repeated total', 'repeated']",May be repeated up to 7 total credit hours.,0.39018585675430645,Easy
LING 5910,TESOL Practicum,LING,Linguistics Department,"Provides observation and supervised teaching experiences in classroom and other contexts involving the teaching of English to speakers of other languages, especially adults and young adult learners in settings outside K-12. Meetings provide opportunities to debrief and to consult on teaching practice; help students connect theory, methods and practice; and support a professional teaching portfolio process. May be repeated up to 6 total credit hours. Recommended prerequisite: LING 4610 or LING 5610. Same as LING 4910.","['LING 4630', 'LING 5630']",['person'],"['ling', 'teaching', 'classroom', 'languages', 'learners', 'english']","['prerequisite ling 4610', 'teaching english speakers', 'teaching english', 'involving teaching english', 'ling 4610 ling', 'prerequisite ling', 'ling 5610 ling', 'recommended prerequisite ling']","Recommended prerequisite: LING 4610 or LING 5610. Same as LING 4910. Provides observation and supervised teaching experiences in classroom and other contexts involving the teaching of English to speakers of other languages, especially adults and young adult learners in settings outside K-12.",0.5995391356905408,Medium
MBAC 6001,Foundations of Teamwork,MBAC,Master of Business Administration Program,"Focuses on teamwork effectiveness and collaboration. Students will understand what affects team outcomes, how to maximize a team’s effectiveness and how to create a company environment that fosters collaboration and teamwork as they develop their own teamwork skills while learning to develop the skills of their employees' and colleagues'.",[],"['person', 'online']","['teamwork', 'collaboration', 'team', 'effectiveness', 'students', 'colleagues']","['teamwork effectiveness', 'team effectiveness', 'teamwork effectiveness collaboration', 'team effectiveness create', 'develop teamwork', 'effectiveness collaboration students', 'develop teamwork skills', 'teamwork develop teamwork']","Focuses on teamwork effectiveness and collaboration. Students will understand what affects team outcomes, how to maximize a team’s effectiveness and how to create a company environment that fosters collaboration and teamwork as they develop their own teamwork skills while learning to develop the skills of their employees' and colleagues'.",0.6461544273194317,Medium
EDUC 6325,Anthropology of Education,EDUC,Department of Education,"Applies anthropological perspectives to research in educational settings. Focuses on theories of culture, cultural transmission and acquisition, and cultural reproduction and production for understanding schooling and its outcomes.",[],['person'],"['anthropological', 'educational', 'schooling', 'cultural', 'culture', 'perspectives']","['acquisition cultural reproduction', 'applies anthropological perspectives', 'anthropological perspectives research', 'anthropological perspectives', 'acquisition cultural', 'cultural reproduction', 'cultural reproduction production', 'cultural transmission acquisition']","Applies anthropological perspectives to research in educational settings. Focuses on theories of culture, cultural transmission and acquisition, and cultural reproduction and production for understanding schooling and its outcomes.",0.6579782411604714,Medium
AREN 3430,Architectural (Interior) Lighting Design,AREN,Department of Architectural Engineering,"Studies the fundamentals of architectural illumination with an emphasis in design and application. Introduces and applies basic principles and vocabulary to problems in the lighting of interior environments for the performance of visual work, the proper interaction with architecture, and compliance of energy requirements.",[],['person'],"['illumination', 'lighting', 'architectural', 'architecture', 'design', 'interior']","['fundamentals architectural illumination', 'architectural illumination', 'architectural illumination emphasis', 'lighting interior environments', 'lighting interior', 'illumination emphasis design', 'illumination', 'illumination emphasis']","Studies the fundamentals of architectural illumination with an emphasis in design and application. Introduces and applies basic principles and vocabulary to problems in the lighting of interior environments for the performance of visual work, the proper interaction with architecture, and compliance of energy requirements.",0.6928452704744635,Medium
EMEN 5065,Global Topics in Aerospace,EMEN,Department of Engineering Management,"Examining current international space topics including civil, military, and commercial activities forms the basis for this course. The origins and evolution of space policy and laws, current organizational and governance structures, space economics, space sustainability, international human exploration strategies, the future of space exploration, deregulation and space traffic management and recent developments in the commercial space sector will be analyzed.",[],"['person', 'online']","['space', 'exploration', 'international', 'policy', 'military', 'governance']","['space policy', 'international space topics', 'space economics', 'international space', 'space economics space', 'space sustainability international', 'commercial space sector', 'space policy laws']","Examining current international space topics including civil, military, and commercial activities forms the basis for this course. The origins and evolution of space policy and laws, current organizational and governance structures, space economics, space sustainability, international human exploration strategies, the future of space exploration, deregulation and space traffic management and recent developments in the commercial space sector will be analyzed.",0.7726654578422484,Difficult
ASEN 1320,Aerospace Computing and Engineering Applications,ASEN,Department of Aerospace Engineering Sciences,Uses problems and tools from Engineering. Teaches techniques for writing computer programs in higher level programming languages to solve problems of interest in Engineering and other domains. Appropriate for students with little or no prior experience in programming.,"['APPM 1345', 'MATH 1150', 'APPM 1340', 'APPM 1350', 'MATH 1300', 'APPM 1235', 'MATH 1310']",['person'],"['programming', 'programs', 'engineering', 'teaches', 'writing', 'languages']","['writing computer programs', 'programming', 'higher level programming', 'programming languages', 'engineering teaches techniques', 'programming languages solve', 'level programming languages', 'tools engineering teaches']",Teaches techniques for writing computer programs in higher level programming languages to solve problems of interest in Engineering and other domains. Uses problems and tools from Engineering. Appropriate for students with little or no prior experience in programming.,0.5710939860985191,Medium
APPM 5530,Stochastic Analysis for Finance,APPM,Department of Applied Mathematics,"Studies mathematical theories and techniques for modeling financial markets. Specific topics include the binomial model, risk neutral pricing, stochastic calculus, connection to partial differential equations and stochastic control theory. Recommended prerequisite: previous coursework equivalent to that of APPM 3310 and one of APPM 3570, STAT 3100 or MATH 4510; all with minimum grade of C-. Same as APPM 4530, STAT 5230 and STAT 4230.",[],['person'],"['markets', 'topics', 'modeling', 'financial', 'pricing', 'mathematical']","['modeling financial markets', 'modeling financial', 'techniques modeling financial', 'financial markets specific', 'financial markets', 'mathematical theories techniques', 'markets specific topics', 'studies mathematical theories']","Specific topics include the binomial model, risk neutral pricing, stochastic calculus, connection to partial differential equations and stochastic control theory. Recommended prerequisite: previous coursework equivalent to that of APPM 3310 and one of APPM 3570, STAT 3100 or MATH 4510; all with minimum grade of C-. Studies mathematical theories and techniques for modeling financial markets.",0.5882064067694167,Medium
BUSM 2011,Principles of Management,BUSM,Department of Business Management,Focuses on the knowledge and skills needed to effectively lead and manage in the workplace.  Degree credit not granted for this course and BUSM 2001.,['BUSM 2010'],"['person', 'online']","['degree', 'lead', 'busm', 'manage', 'skills', 'credit']","['manage workplace degree', 'workplace degree credit', 'course busm', 'degree credit', 'course busm 2001', 'granted course busm', 'workplace degree', 'lead manage workplace']",Focuses on the knowledge and skills needed to effectively lead and manage in the workplace. Degree credit not granted for this course and BUSM 2001.,0.41968872771229976,Easy
EMUS 3367,Early Music Ensembles,EMUS,Music Department - Electonic Music Studies,The course description is not available at this moment.,[],['person'],"['description', 'course', 'available', 'moment']","['course description available', 'course description', 'description available', 'description', 'description available moment', 'course', 'available', 'available moment']",The course description is not available at this moment.,0.3981943185252342,Easy
ENGL 1270,Introduction to American Literature by Women,ENGL,Department of English,"This course investigates how literature by women has shaped the United States over time, from Indigenous authors, to abolitionists, to suffragists, to feminists of various waves. With attention to intersections between class, race, and sexual orientation, students will consider what it has meant and still means to be a woman writer in the United States and will explore how women have engaged, subverted, and resisted ideas about gender. Same as WGST 1270.",[],['person'],"['literature', 'writer', 'feminists', 'gender', 'abolitionists', 'authors']","['literature women', 'woman writer', 'investigates literature women', 'woman writer united', 'literature women shaped', 'writer united states', 'means woman writer', 'indigenous authors abolitionists']","This course investigates how literature by women has shaped the United States over time, from Indigenous authors, to abolitionists, to suffragists, to feminists of various waves. With attention to intersections between class, race, and sexual orientation, students will consider what it has meant and still means to be a woman writer in the United States and will explore how women have engaged, subverted, and resisted ideas about gender. Same as WGST 1270.",0.6197491689332124,Medium
GEOG 5203,Geographic Information Science: Spatial Modeling,GEOG,Department of Geography,"Focuses on the use and development of advanced models for human and environmental applications in a geospatial environment integrating raster and vector data models. Covers terrain and hydrologic modeling, geostatistical modeling, dasymetric modeling, as well as multi-criteria modeling. Group projects critically design, implement and test spatial models to develop independent skillsets in a chosen problem setting. Recommended prerequisite: GEOG 4103 or GEOG 5103 or working knowledge of GIS software or instructor consent required. Same as GEOG 4203.",[],['person'],"['modeling', 'geog', 'geostatistical', 'geospatial', 'terrain', 'gis']","['terrain hydrologic modeling', 'spatial models develop', 'hydrologic modeling geostatistical', 'modeling geostatistical modeling', 'applications geospatial environment', 'geostatistical modeling', 'environmental applications geospatial', 'geospatial environment']","Covers terrain and hydrologic modeling, geostatistical modeling, dasymetric modeling, as well as multi-criteria modeling. Recommended prerequisite: GEOG 4103 or GEOG 5103 or working knowledge of GIS software or instructor consent required. Focuses on the use and development of advanced models for human and environmental applications in a geospatial environment integrating raster and vector data models.",0.6521229978845573,Medium
MCEN 5133,Intro to Tissue Biomechanics,MCEN,Mechanical Engineering Department,"Focuses on developing an understanding of the fundamental mechanical principles that govern the response of hard and soft biological tissue to mechanical loading. Specifically, covers mechanical behavior of biological materials/tissues, classical biomechanics problems in various tissues, the relationship between molecular, cellular and physiological processes and tissue biomechanics and critical analysis of related journal articles. Same as MCEN 4133.",[],['person'],"['biomechanics', 'mechanical', 'tissues', 'tissue', 'physiological', 'biological']","['biological tissue mechanical', 'tissue biomechanics', 'tissue mechanical loading', 'tissue biomechanics critical', 'tissues classical biomechanics', 'processes tissue biomechanics', 'tissue mechanical', 'mechanical behavior biological']","Specifically, covers mechanical behavior of biological materials/tissues, classical biomechanics problems in various tissues, the relationship between molecular, cellular and physiological processes and tissue biomechanics and critical analysis of related journal articles. Focuses on developing an understanding of the fundamental mechanical principles that govern the response of hard and soft biological tissue to mechanical loading. Same as MCEN 4133.",0.7264656996071319,Difficult
PHIL 3190,War and Morality,PHIL,Philosophy Department,"Focuses on moral issues raised by war. When, if ever, can war be morally justified? Are rules of war globally applicable, or are they affected by local religious and cultural frameworks? Are colonized nations bound by the same rules of war as their colonizer states? Are states ever obligated to intervene to stop massacres or genocides in other states? Recommended prerequisite: 6 hours of PHIL coursework.",[],"['person', 'online']","['war', 'moral', 'morally', 'justified', 'genocides', 'nations']","['war morally justified', 'war morally', 'war war morally', 'war globally applicable', 'war colonizer states', 'rules war colonizer', 'morally justified rules', 'war globally']","Are rules of war globally applicable, or are they affected by local religious and cultural frameworks? When, if ever, can war be morally justified? Are colonized nations bound by the same rules of war as their colonizer states?",0.5569280749471139,Medium
IAFS 3631,Arctic Society and Culture,IAFS,International Affairs Program,"Investigates representations of the Arctic in literature, art, cinema, media and scientific, and geographical writing over the past century and a half, spanning material from North America, Britain, continental Europe and the Nordic region. Interpretive approaches include ecocriticism; post-colonialism; literary studies; indigenous studies; visual, film and media theory; Cold War studies. Same as SCAN 3631.",[],['person'],"['arctic', 'literature', 'literary', 'geographical', 'nordic', 'ecocriticism']","['representations arctic literature', 'arctic literature', 'arctic literature art', 'investigates representations arctic', 'representations arctic', 'arctic', 'scientific geographical writing', 'literary studies']","Investigates representations of the Arctic in literature, art, cinema, media and scientific, and geographical writing over the past century and a half, spanning material from North America, Britain, continental Europe and the Nordic region. Interpretive approaches include ecocriticism; post-colonialism; literary studies; indigenous studies; visual, film and media theory; Cold War studies. Same as SCAN 3631.",0.6180870353581143,Medium
LING 5630,TESOL and Second Language Acquisition: Principles and Practices,LING,Linguistics Department,"Provides an overview of methods and materials for teaching English as an additional language, along with opportunities for students to observe, discuss and analyze these in relation to language teaching principles, linguistic considerations, and global and local contexts. Aimed primarily at the teaching of English to nonnative speaking adults, the course also addresses second and foreign language teaching generally. Recommended prerequisite: LING 5610 or LING 5620. Same as LING 4630.",[],['person'],"['language', 'ling', 'english', 'linguistic', 'teaching', 'contexts']","['teaching english additional', 'teaching english', 'teaching english nonnative', 'foreign language teaching', 'language teaching generally', 'language teaching', 'language teaching principles', 'english additional language']","Aimed primarily at the teaching of English to nonnative speaking adults, the course also addresses second and foreign language teaching generally. Recommended prerequisite: LING 5610 or LING 5620. Provides an overview of methods and materials for teaching English as an additional language, along with opportunities for students to observe, discuss and analyze these in relation to language teaching principles, linguistic considerations, and global and local contexts.",0.622997884557268,Medium
BCHM 6951,Master's Thesis,BCHM,Department of Biochemistry,Students are not admitted for the master's degree but may be transferred to the MS plan if they are unable to meet the demands of the PhD program.,[],['person'],"['ms', 'degree', 'phd', 'students', 'transferred', 'master']","['degree transferred ms', 'transferred ms plan', 'master degree transferred', 'students admitted master', 'transferred ms', 'admitted master degree', 'ms plan', 'ms plan unable']",Students are not admitted for the master's degree but may be transferred to the MS plan if they are unable to meet the demands of the PhD program.,0.45485796313085525,Medium
ECEN 5447,Power System Dynamics with Renewable Energy,ECEN,"Department of Electrical, Computer, and Energy Engineering","To introduce the current and future electrical power systems dynamics coupled with inverter based renewable generators. Fundamentals of renewable generators dynamic models, power system dynamics will be introduced. Previously offered as a special topics course. Recommended prerequisites: ECEN 5417: Power systems analysis, ECEN 5407: Renewable Energy and the Future Power Grid, and graduate standing in the College of Engineering and Applied Science.",[],"['person', 'online']","['inverter', 'renewable', 'dynamics', 'topics', 'electrical', 'generators']","['power systems dynamics', 'inverter based renewable', 'renewable generators dynamic', 'electrical power systems', 'renewable generators fundamentals', 'renewable energy future', 'power systems analysis', 'fundamentals renewable generators']","To introduce the current and future electrical power systems dynamics coupled with inverter based renewable generators. Fundamentals of renewable generators dynamic models, power system dynamics will be introduced. Recommended prerequisites: ECEN 5417: Power systems analysis, ECEN 5407: Renewable Energy and the Future Power Grid, and graduate standing in the College of Engineering and Applied Science.",0.639241462677546,Medium
DNCE 5849,Independent Study,DNCE,Department of Dance,Involves creative or scholarly investigation of an area of interest to the student not addressed in the curriculum. Work must be arranged with and advised by a faculty member. May be repeated up to 7 total credit hours.,[],"['independent', 'person']","['student', 'faculty', 'curriculum', 'hours', 'scholarly', 'credit']","['involves creative scholarly', 'credit hours', 'total credit hours', 'investigation area student', 'creative scholarly investigation', 'creative scholarly', 'curriculum work', 'involves creative']",Involves creative or scholarly investigation of an area of interest to the student not addressed in the curriculum. Work must be arranged with and advised by a faculty member. May be repeated up to 7 total credit hours.,0.5642565729827742,Medium
MCDB 4300,Immunology,MCDB,"Molecular, Cellular, and Developmental Biology Department","Emphasizes cellular and molecular mechanisms by which organisms protect themselves from pathogens and the experimental basis for our understanding of these processes. Discusses development, function, and misfunction of t-cells, b-cells and other components of the immune system, focusing on the human immune system. Same as MCDB 5301.","['MCDB 3135', 'MCDB 3145']",['person'],"['immune', 'pathogens', 'cells', 'organisms', 'protect', 'mcdb']","['human immune', 'human immune mcdb', 'cells components immune', 'organisms protect pathogens', 'immune mcdb 5301', 'immune', 'immune mcdb', 'protect pathogens']","Discusses development, function, and misfunction of t-cells, b-cells and other components of the immune system, focusing on the human immune system. Emphasizes cellular and molecular mechanisms by which organisms protect themselves from pathogens and the experimental basis for our understanding of these processes. Same as MCDB 5301.",0.5840888485947415,Medium
FNCE 4850,Business Senior Seminar in Finance,FNCE,Department of Finance,"Develops analytical and decision making skills necessary to address real-world business finance situations. Topics include financial analysis and forecasting, capital budgeting, valuation, capital structure policy, international finance, and financial ethics. Uses a combination of lecture and cases; team and individual work.","['FNCE 3010', 'BASE 2104', 'FNCE 3030', 'ACCT 3220']","['person', 'online']","['finance', 'financial', 'budgeting', 'business', 'analytical', 'analysis']","['business finance situations', 'business finance', 'finance situations topics', 'include financial analysis', 'topics include financial', 'finance situations', 'world business finance', 'financial analysis']","Develops analytical and decision making skills necessary to address real-world business finance situations. Topics include financial analysis and forecasting, capital budgeting, valuation, capital structure policy, international finance, and financial ethics. Uses a combination of lecture and cases; team and individual work.",0.6324040495618011,Medium
IPHY 2420,Introduction to Nutrition,IPHY,Integrative Physiology Department,"Focuses on the basic anatomy, physiology, and chemistry of nutrition. Topics include weight management, the role of diet and lifestyle in disease prevention, specific nutrient deficiencies and toxicities, nutrition standards and guidelines, sports nutrition recommendations, agricultural practices, and food policy issues. Degree credit not granted for this course and IPHY 3400.",[],"['person', 'online']","['nutrition', 'diet', 'nutrient', 'physiology', 'guidelines', 'iphy']","['nutrition topics include', 'nutrition topics', 'chemistry nutrition topics', 'nutrition standards', 'nutrition', 'nutrition standards guidelines', 'include weight management', 'physiology chemistry nutrition']","Focuses on the basic anatomy, physiology, and chemistry of nutrition. Topics include weight management, the role of diet and lifestyle in disease prevention, specific nutrient deficiencies and toxicities, nutrition standards and guidelines, sports nutrition recommendations, agricultural practices, and food policy issues. Degree credit not granted for this course and IPHY 3400.",0.6308930190389845,Medium
MDST 4121,Deconstructing Disney: Mediated American Mythology,MDST,Media Studies Department,"Explores various Disney cultural products – some with which students will be very familiar, some students may have never seen – in order to discuss the cultural messaging The Walt Disney Company has presented over its long and illustrious history. Students will conduct analysis research in popular culture studies.",[],['person'],"['disney', 'cultural', 'culture', 'studies', 'research', 'students']","['various disney cultural', 'disney cultural', 'disney cultural products', 'explores various disney', 'various disney', 'popular culture studies', 'cultural products students', 'research popular culture']","Students will conduct analysis research in popular culture studies. Explores various Disney cultural products – some with which students will be very familiar, some students may have never seen – in order to discuss the cultural messaging The Walt Disney Company has presented over its long and illustrious history.",0.6008990631610758,Medium
CSPB 3702,Cognitive Science,CSPB,Department of Cognitive Science and Psychology of Behavior,"Introduces cognitive science, drawing from psychology, philosophy, artificial intelligence, neuroscience, and linguistics. Studies the linguistic relativity hypothesis, consciousness, categorization, linguistic rules, the mind-body problem, nature versus nurture, conceptual structure and metaphor, logic/problem solving and judgment. Emphasizes the nature, implications and limitations of the computational model of mind. Recommended prerequisites: LING 2000 or PHIL 2440 or PSYC 2145. Same as LING 3005 and PHIL 3310 and PSYC 3005 and SLHS 3003 and CSCI 3702.","['CSPB 1300', 'CSCI 1300', 'CSCI 2275', 'ASEN 1320', 'ECEN 1310']",['online'],"['linguistic', 'linguistics', 'cognitive', 'computational', 'psychology', 'conceptual']","['introduces cognitive science', 'cognitive science', 'intelligence neuroscience linguistics', 'consciousness categorization linguistic', 'linguistic rules mind', 'studies linguistic', 'linguistic', 'neuroscience linguistics studies']","Studies the linguistic relativity hypothesis, consciousness, categorization, linguistic rules, the mind-body problem, nature versus nurture, conceptual structure and metaphor, logic/problem solving and judgment. Introduces cognitive science, drawing from psychology, philosophy, artificial intelligence, neuroscience, and linguistics. Emphasizes the nature, implications and limitations of the computational model of mind.",0.6204669084315503,Medium
CSCI 3002,Fundamentals of Human Computer Interaction,CSCI,Department of Computer Science,"Introduces the practice and research of human-computer interaction, including its history, theories, the techniques of user-centered design, and the development of interactive technologies. Covers computing in society at large with respect to domains such as health, education, assistive technology, ethics, environment, and more.","['CSCI 2270', 'CSCI 2275']","['person', 'online']","['interactive', 'computing', 'technology', 'computer', 'technologies', 'interaction']","['human computer interaction', 'computer interaction including', 'research human computer', 'human computer', 'computer interaction', 'technologies covers computing', 'covers computing society', 'interactive technologies']","Covers computing in society at large with respect to domains such as health, education, assistive technology, ethics, environment, and more. Introduces the practice and research of human-computer interaction, including its history, theories, the techniques of user-centered design, and the development of interactive technologies.",0.6788682381384104,Medium
DNCE 4037,Contemporary Concert Dance: Shifting Perspectives in Performance,DNCE,Department of Dance,"Focuses on the development of perceptual, descriptive, and analytical skills as well as the ability to apply cultural and critical theory to 20th and 21st century concert dance. Specific pieces of choreography are looked at from a broad range of perspectives. Recommended prerequisite or corequisite: a Human Diversity core requirement course.",[],['person'],"['choreography', 'dance', 'prerequisite', 'concert', 'corequisite', 'cultural']","['concert dance specific', 'choreography', 'specific pieces choreography', 'choreography looked broad', 'concert dance', 'choreography looked', 'pieces choreography', 'century concert dance']","Focuses on the development of perceptual, descriptive, and analytical skills as well as the ability to apply cultural and critical theory to 20th and 21st century concert dance. Specific pieces of choreography are looked at from a broad range of perspectives. Recommended prerequisite or corequisite: a Human Diversity core requirement course.",0.6497431248111212,Medium
ENGL 7119,Advanced Literature and Culture of the United States,ENGL,Department of English,Studies special topics in writing of the United States. May be repeated up to 9 total credit hours.,[],['person'],"['writing', 'hours', 'credit', 'studies', 'topics', 'repeated']","['credit hours', 'total credit hours', 'writing united states', 'special topics writing', 'writing', 'repeated total credit', 'topics writing united', 'topics writing']",May be repeated up to 9 total credit hours. Studies special topics in writing of the United States.,0.447718343910547,Easy
ARSC 4040,Arts and Sciences Special Topics: Gender in Museums,ARSC,Department of Arts and Sciences,Same as ARSC 5040.,[],"['person', 'online']","['5040', 'arsc']","['arsc 5040', '5040', 'arsc']",Same as ARSC 5040.,0.005553037171350861,Very Easy
